NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
DIS3	1	ENSG00000083520	
APOA1	1	ENSG00000118137	
OR6C66P	1	ENSG00000233606	
SAPCD2	1	ENSG00000186193	
OR52K3P	1	ENSG00000225101	
SAPCD1	1	ENSG00000228727	
MCM3	1	ENSG00000112118	
XCL2	1	ENSG00000143185	
ST20-MTHFS	1	ENSG00000259332	
MCM4	1	ENSG00000104738	
XCL1	1	ENSG00000143184	
MCM5	1	ENSG00000100297	
MCM6	1	ENSG00000076003	
CRK	1	ENSG00000167193	
MCM2	1	ENSG00000073111	
HDAC4	1	ENSG00000068024	
HDAC5	1	ENSG00000108840	
CEBPA	1	ENSG00000245848	
C1orf112	1	ENSG00000000460	
CEBPB	1	ENSG00000172216	
HDAC2	1	ENSG00000196591	
HDAC3	1	ENSG00000171720	
CEBPD	1	ENSG00000221869	
CEBPE	1	ENSG00000092067	
HDAC1	1	ENSG00000116478	
VPS4B	1	ENSG00000119541	
VPS4A	1	ENSG00000132612	
CEBPG	1	ENSG00000153879	
CRX	1	ENSG00000105392	
TULP4	1	ENSG00000130338	
TULP3	1	ENSG00000078246	
C1RL-AS1	1	ENSG00000205885	
HDAC8	1	ENSG00000147099	
HDAC9	1	ENSG00000048052	
HDAC6	1	ENSG00000094631	
HDAC7	1	ENSG00000061273	
HMGN2P28	1	ENSG00000236086	
NFS1	1	ENSG00000244005	
HECTD1	1	ENSG00000092148	
VPS51	1	ENSG00000149823	
HECTD2	1	ENSG00000165338	
VPS50	1	ENSG00000004766	
HECTD3	1	ENSG00000126107	
VPS53	1	ENSG00000141252	
HECTD4	1	ENSG00000173064	
SVBP	1	ENSG00000177868	
VPS52	1	ENSG00000223501	
IL21R	1	ENSG00000103522	
XIRP1	1	ENSG00000168334	
VPS54	1	ENSG00000143952	
CSK	1	ENSG00000103653	
C1orf109	1	ENSG00000116922	
BCO2	1	ENSG00000197580	
RPL36AP43	1	ENSG00000241362	
STOX1	1	ENSG00000165730	
SLC35A2	1	ENSG00000102100	
MGME1	1	ENSG00000125871	
SLC35A1	1	ENSG00000164414	
SLC35A4	1	ENSG00000176087	
ITGA9-AS1	1	ENSG00000235257	
SLC35A3	1	ENSG00000117620	
C1orf122	1	ENSG00000197982	
RPL36AP45	1	ENSG00000240366	
APOBR	1	ENSG00000184730	
CPPED1	1	ENSG00000103381	
KBTBD11	1	ENSG00000176595	
ASXL1	1	ENSG00000171456	
EVI2A	1	ENSG00000126860	
CTH	1	ENSG00000116761	
APOC2	1	ENSG00000234906	
VPS41	1	ENSG00000006715	
APOC1	1	ENSG00000130208	
ASXL2	1	ENSG00000143970	
LIFR-AS1	1	ENSG00000244968	
MAP3K14-AS1	1	ENSG00000267278	
CEBPZ	1	ENSG00000115816	
VPS45	1	ENSG00000136631	
BCOR	1	ENSG00000183337	
EVI2B	1	ENSG00000185862	
C1orf115	1	ENSG00000162817	
SLC35B3	1	ENSG00000124786	
SLC35B2	1	ENSG00000157593	
IL1RN	1	ENSG00000136689	
SLC35B4	1	ENSG00000205060	
DCAF4L1	1	ENSG00000182308	
MISP3	1	ENSG00000141854	
SLC35B1	1	ENSG00000121073	
IL23R	1	ENSG00000162594	
NUDT4P2	1	ENSG00000271121	
C6orf89	1	ENSG00000198663	
RPS6KA4	1	ENSG00000162302	
NFU1	1	ENSG00000169599	
NIPAL4	1	ENSG00000172548	
RPS6KA3	1	ENSG00000177189	
FLG-AS1	1	ENSG00000237975	
RPS6KA6	1	ENSG00000072133	
RPS6KA5	1	ENSG00000100784	
NIPAL1	1	ENSG00000163293	
RPS6KA2	1	ENSG00000071242	
NIPAL2	1	ENSG00000104361	
NIPAL3	1	ENSG00000001461	
RPS6KA1	1	ENSG00000117676	
ARFIP2	1	ENSG00000132254	
ARFIP1	1	ENSG00000164144	
SLC35A5	1	ENSG00000138459	
FAM41C	1	ENSG00000230368	
H4C5	1	ENSG00000276966	
TANGO6	1	ENSG00000103047	
IL1R1	1	ENSG00000115594	
SLC35C2	1	ENSG00000080189	
IL1R2	1	ENSG00000115590	
TANGO2	1	ENSG00000183597	
DPP4-DT	1	ENSG00000230918	
SLC35C1	1	ENSG00000181830	
TWSG1	1	ENSG00000128791	
IL23A	1	ENSG00000110944	
GSAP	1	ENSG00000186088	
OBSL1	1	ENSG00000124006	
SLC22A4	1	ENSG00000197208	
SLC22A5	1	ENSG00000197375	
SLC35D1	1	ENSG00000116704	
SH2D2A	1	ENSG00000027869	
SLC35D2	2	ENSG00000130958:ENSG00000285269	
SLC22A1	1	ENSG00000175003	
UBA6-AS1	1	ENSG00000248049	
OTUD4P1	1	ENSG00000118976	
MT1JP	1	ENSG00000255986	
AZIN1-AS1	1	ENSG00000253320	
GSE1	1	ENSG00000131149	
FAM43A	1	ENSG00000185112	
OR7E59P	1	ENSG00000250561	
ARGLU1	1	ENSG00000134884	
RNA5-8SN2	1	ENSG00000278233	
H4C8	1	ENSG00000158406	
XCR1	1	ENSG00000173578	
H4C9	1	ENSG00000276180	
SLC35E1	1	ENSG00000127526	
SLC35E4	1	ENSG00000100036	
SLC35E3	1	ENSG00000175782	
SH2D1A	1	ENSG00000183918	
SH2D1B	1	ENSG00000198574	
C6orf99	1	ENSG00000203711	
MPHOSPH10	1	ENSG00000124383	
TECPR2	1	ENSG00000196663	
TECPR1	1	ENSG00000205356	
UBXN10-AS1	1	ENSG00000225986	
SLC35F6	1	ENSG00000213699	
SLC35F3	1	ENSG00000183780	
CAB39L	1	ENSG00000102547	
SLC35F2	1	ENSG00000110660	
SLC35F5	1	ENSG00000115084	
MCUB	1	ENSG00000005059	
RSF1	1	ENSG00000048649	
SLC35F1	1	ENSG00000196376	
C6orf47	1	ENSG00000204439	
SIPA1L2	1	ENSG00000116991	
MRPS31P4	1	ENSG00000250299	
SIPA1L3	1	ENSG00000105738	
MRPS31P5	1	ENSG00000243406	
SIPA1L1	1	ENSG00000197555	
H2BC20P	1	ENSG00000261716	
GSG1	1	ENSG00000111305	
SLC35G5	1	ENSG00000177710	
SLC35G2	1	ENSG00000168917	
TYK2	1	ENSG00000105397	
SLC35G1	1	ENSG00000176273	
GSEC	1	ENSG00000280832	
CFAP299	1	ENSG00000197826	
MTSS1	1	ENSG00000170873	
MTSS2	1	ENSG00000132613	
FABP6-AS1	1	ENSG00000247699	
NFX1	1	ENSG00000086102	
C1QTNF12	1	ENSG00000184163	
ANP32BP1	1	ENSG00000259790	
AMER1	1	ENSG00000184675	
AMER2	1	ENSG00000165566	
MEGF6	1	ENSG00000162591	
AMER3	1	ENSG00000178171	
RPS3AP5	1	ENSG00000178429	
RSF1-IT2	1	ENSG00000254985	
RGPD6	1	ENSG00000183054	
RGPD5	1	ENSG00000015568	
RGPD8	1	ENSG00000169629	
TYMS	1	ENSG00000176890	
RGPD2	1	ENSG00000185304	
RGPD1	1	ENSG00000187627	
AGAP2-AS1	1	ENSG00000255737	
TYMP	1	ENSG00000025708	
RGPD3	1	ENSG00000153165	
BEGAIN	1	ENSG00000183092	
TCEAL8	1	ENSG00000180964	
CFAP298	1	ENSG00000159079	
C6orf62	1	ENSG00000112308	
TCEAL4	1	ENSG00000133142	
TCEAL3	1	ENSG00000196507	
EMC1	1	ENSG00000127463	
TCEAL2	1	ENSG00000184905	
EMC2	1	ENSG00000104412	
TCEAL1	1	ENSG00000172465	
EMC3	1	ENSG00000125037	
SUSD4	1	ENSG00000143502	
EMC4	1	ENSG00000128463	
SUSD3	1	ENSG00000157303	
SUSD6	1	ENSG00000100647	
FAM47E	1	ENSG00000189157	
EMC6	1	ENSG00000127774	
SUSD5	1	ENSG00000173705	
EMC7	1	ENSG00000134153	
EMC8	1	ENSG00000131148	
EMC9	1	ENSG00000100908	
TCEAL9	1	ENSG00000185222	
SVIL	1	ENSG00000197321	
NFYA	1	ENSG00000001167	
NFYB	1	ENSG00000120837	
NFYC	1	ENSG00000066136	
SUSD2	1	ENSG00000099994	
SUSD1	1	ENSG00000106868	
SVIP	1	ENSG00000198168	
SPCS3	1	ENSG00000129128	
SPCS2	1	ENSG00000118363	
SPCS1	1	ENSG00000114902	
GSTA4	1	ENSG00000170899	
C6orf52	1	ENSG00000137434	
LRRN4CL	1	ENSG00000177363	
MT-RNR2	1	ENSG00000210082	
QPCT	1	ENSG00000115828	
MT-RNR1	1	ENSG00000211459	
MEGF8	1	ENSG00000105429	
SIPA1	1	ENSG00000213445	
MEGF9	1	ENSG00000106780	
SPPL2B	1	ENSG00000005206	
ROGDI	1	ENSG00000067836	
SPPL2A	1	ENSG00000138600	
PMCH	1	ENSG00000183395	
CLEC18C	1	ENSG00000157335	
CLEC18B	1	ENSG00000140839	
CLEC18A	1	ENSG00000157322	
C3orf67	1	ENSG00000163689	
PAIP2B	1	ENSG00000124374	
OR5H14	1	ENSG00000236032	
EME1	1	ENSG00000154920	
C3orf62	1	ENSG00000188315	
EME2	1	ENSG00000197774	
CSKMT	1	ENSG00000214756	
FPGT	1	ENSG00000254685	
FPGS	1	ENSG00000136877	
GBAP1	1	ENSG00000160766	
TRPC4AP	1	ENSG00000100991	
C3orf79	1	ENSG00000237787	
EMCN	1	ENSG00000164035	
C3orf70	1	ENSG00000187068	
SPECC1L	1	ENSG00000100014	
TIMELESS	1	ENSG00000111602	
MYADM	1	ENSG00000179820	
NUPR1	1	ENSG00000176046	
PMEL	1	ENSG00000185664	
ISYNA1	1	ENSG00000105655	
CD2BP2-DT	1	ENSG00000260219	
GSTCD	1	ENSG00000138780	
CLEC16A	1	ENSG00000038532	
PMF1	1	ENSG00000160783	
CAMSAP1	1	ENSG00000130559	
RSKR	1	ENSG00000167524	
CAMSAP2	1	ENSG00000118200	
EMG1	1	ENSG00000126749	
TASOR	1	ENSG00000163946	
TASP1	1	ENSG00000089123	
NAGPA-AS1	1	ENSG00000267072	
PNPT1	1	ENSG00000138035	
CLEC17A	1	ENSG00000187912	
CAMSAP3	1	ENSG00000076826	
DIAPH1	1	ENSG00000131504	
DAP	1	ENSG00000112977	
DIAPH2	1	ENSG00000147202	
DIAPH3	1	ENSG00000139734	
PXMP2	1	ENSG00000176894	
PXMP4	1	ENSG00000101417	
SKIV2L	1	ENSG00000204351	
COLGALT2	1	ENSG00000198756	
CGAS	1	ENSG00000164430	
DBI	1	ENSG00000155368	
C3orf20	1	ENSG00000131379	
KRT18P5	1	ENSG00000236670	
KRT18P4	1	ENSG00000229222	
DBP	1	ENSG00000105516	
NTMT1	1	ENSG00000148335	
DBT	1	ENSG00000137992	
COLGALT1	1	ENSG00000130309	
STPG1	1	ENSG00000001460	
C3orf38	1	ENSG00000179021	
SVOP	1	ENSG00000166111	
C3orf33	1	ENSG00000174928	
OXSR1	1	ENSG00000172939	
DCK	1	ENSG00000156136	
DCN	1	ENSG00000011465	
C3orf35	1	ENSG00000198590	
SLC25A51P4	1	ENSG00000189332	
ZAP70	1	ENSG00000115085	
CFAP221	1	ENSG00000163075	
DCT	1	ENSG00000080166	
DNASE2	1	ENSG00000105612	
DNASE1	1	ENSG00000213918	
DTHD1	1	ENSG00000197057	
DDC	1	ENSG00000132437	
CLEC12A	1	ENSG00000172322	
CLEC12B	1	ENSG00000256660	
NDUFV2-AS1	1	ENSG00000266053	
DDO	1	ENSG00000203797	
DDN	1	ENSG00000181418	
PDE11A	1	ENSG00000128655	
DDT	1	ENSG00000099977	
RPS6KC1	1	ENSG00000136643	
TYW1	1	ENSG00000198874	
PDSS2	1	ENSG00000164494	
PDSS1	1	ENSG00000148459	
SNORA12	1	ENSG00000212464	
SNORA13	1	ENSG00000238363	
AC021066.1	1	ENSG00000170442	
ATP13A1	1	ENSG00000105726	
C3orf52	1	ENSG00000114529	
DEK	1	ENSG00000124795	
RPS6KB1	1	ENSG00000108443	
RN7SL431P	1	ENSG00000264384	
RPS6KB2	1	ENSG00000175634	
ATP13A4	1	ENSG00000127249	
ATP13A2	1	ENSG00000159363	
ATP13A3	1	ENSG00000133657	
MT-ND6	1	ENSG00000198695	
RALGAPA1P1	1	ENSG00000229419	
MDC1	1	ENSG00000137337	
MT-ND4	1	ENSG00000198886	
MT-ND5	1	ENSG00000198786	
NEXMIF	1	ENSG00000050030	
KLF7-IT1	1	ENSG00000237892	
MT-ND2	1	ENSG00000198763	
SNORA3B	1	ENSG00000212607	
MT-ND3	1	ENSG00000198840	
MT-ND1	1	ENSG00000198888	
SNORA3A	1	ENSG00000200983	
SCAMP5	1	ENSG00000198794	
LACTB	1	ENSG00000103642	
IL4I1	1	ENSG00000104951	
SCAMP4	1	ENSG00000227500	
CYP2D7	1	ENSG00000205702	
CYP2D6	1	ENSG00000100197	
IGLON5	1	ENSG00000142549	
TGIF2P1	1	ENSG00000225401	
SNORA33	1	ENSG00000200534	
SNORA31	1	ENSG00000199477	
MIRLET7BHG	1	ENSG00000197182	
TYW5	1	ENSG00000162971	
TYW3	1	ENSG00000162623	
NGDN	1	ENSG00000129460	
SNORA2C	1	ENSG00000221491	
SCAMP1	1	ENSG00000085365	
SNORA2A	1	ENSG00000206612	
EML1	1	ENSG00000066629	
HSPG2	1	ENSG00000142798	
SNORA2B	1	ENSG00000207313	
SCAMP3	1	ENSG00000116521	
EML2	1	ENSG00000125746	
SCAMP2	1	ENSG00000140497	
EML3	1	ENSG00000149499	
RPL31P35	1	ENSG00000232612	
EML4	1	ENSG00000143924	
EML5	1	ENSG00000165521	
AR	1	ENSG00000169083	
EML6	1	ENSG00000214595	
RPL5P3	1	ENSG00000242276	
PRKAR1B	1	ENSG00000188191	
PRKAR1A	1	ENSG00000108946	
SNORA26	1	ENSG00000212588	
RBCK1	1	ENSG00000125826	
CYP2E1	1	ENSG00000130649	
SNORA21	1	ENSG00000199293	
SNORA22	1	ENSG00000206634	
NGEF	1	ENSG00000066248	
CGGBP1	1	ENSG00000163320	
PHC1P1	1	ENSG00000179899	
SNORA20	1	ENSG00000207392	
GRID2IP	1	ENSG00000215045	
SNORA61	1	ENSG00000278274	
SHOX2	1	ENSG00000168779	
FPR1	1	ENSG00000171051	
FPR3	1	ENSG00000187474	
FPR2	1	ENSG00000171049	
AAAS	1	ENSG00000094914	
C2CD4D-AS1	1	ENSG00000234614	
C2	1	ENSG00000166278	
SNORA5C	1	ENSG00000201772	
C3	1	ENSG00000125730	
DYNC2LI1	1	ENSG00000138036	
SNORA5A	1	ENSG00000206838	
C5	1	ENSG00000106804	
HSPH1	1	ENSG00000120694	
PRKAR2B	1	ENSG00000005249	
PRKAR2A	1	ENSG00000114302	
RSU1	1	ENSG00000148484	
SNORA57	1	ENSG00000206597	
SNORA54	1	ENSG00000207008	
SNORA55	1	ENSG00000201457	
LEMD1-DT	1	ENSG00000224717	
SNORA52	1	ENSG00000199785	
EXPH5	1	ENSG00000110723	
SNORA53	1	ENSG00000212443	
NGFR	1	ENSG00000064300	
HTATSF1P2	1	ENSG00000271361	
SNORA51	1	ENSG00000271798	
SEMA6A-AS1	1	ENSG00000248445	
PMM1	1	ENSG00000100417	
TAS2R15P	1	ENSG00000212125	
PMM2	1	ENSG00000140650	
RPL31P52	1	ENSG00000219355	
CP	1	ENSG00000047457	
GRIN2D	1	ENSG00000105464	
CS	1	ENSG00000062485	
CYP2C8	1	ENSG00000138115	
GRIN3A	1	ENSG00000198785	
SNORA48	1	ENSG00000209582	
PARGP1	1	ENSG00000239883	
DMRTC1B	1	ENSG00000184911	
SNORA41	1	ENSG00000207406	
LAD1	1	ENSG00000159166	
LRSAM1	1	ENSG00000148356	
DCAF13P3	1	ENSG00000259378	
RPLP1	1	ENSG00000137818	
RPLP0	1	ENSG00000089157	
QPRT	1	ENSG00000103485	
CU633967.1	1	ENSG00000274333	
ECSIT	1	ENSG00000130159	
AACS	1	ENSG00000081760	
NIPBL	1	ENSG00000164190	
AC103760.1	1	ENSG00000254231	
RPLP2	1	ENSG00000177600	
APPL2	1	ENSG00000136044	
APPL1	1	ENSG00000157500	
SNORA75	1	ENSG00000206885	
SNORA72	1	ENSG00000207067	
SNORA70	1	ENSG00000207165	
CCDC162P	1	ENSG00000203799	
ACTL6A	1	ENSG00000136518	
SIRT4	1	ENSG00000089163	
NIPA1	1	ENSG00000170113	
SIRT5	1	ENSG00000124523	
EMP1	1	ENSG00000134531	
SIRT6	1	ENSG00000077463	
EMP2	1	ENSG00000213853	
NIPA2	1	ENSG00000140157	
EMP3	1	ENSG00000142227	
SIRT7	1	ENSG00000187531	
TRBV24-1	1	ENSG00000211750	
SIRT1	1	ENSG00000096717	
F3	1	ENSG00000117525	
TARDBPP2	1	ENSG00000238213	
BIVM-ERCC5	1	ENSG00000270181	
SIRT2	1	ENSG00000068903	
FAHD2A	1	ENSG00000115042	
SIRT3	1	ENSG00000142082	
FAHD2B	1	ENSG00000144199	
F5	1	ENSG00000198734	
F7	1	ENSG00000057593	
F8	1	ENSG00000185010	
BDH2	1	ENSG00000164039	
MCF2L-AS1	1	ENSG00000235280	
BDH1	1	ENSG00000161267	
CDC42EP4	1	ENSG00000179604	
CDC42EP3	1	ENSG00000163171	
CDC42EP2	1	ENSG00000149798	
PICK1	1	ENSG00000100151	
CDC42EP1	1	ENSG00000128283	
SNORA65	1	ENSG00000201302	
DLD	1	ENSG00000091140	
SNORA66	1	ENSG00000207523	
SNORA63	1	ENSG00000200320	
SNORA64	1	ENSG00000207405	
DPY19L1P1	1	ENSG00000229358	
FH	1	ENSG00000091483	
TOB2P1	1	ENSG00000176933	
CCNDBP1	1	ENSG00000166946	
HLA-DMA	1	ENSG00000204257	
HLA-DMB	1	ENSG00000242574	
FGF14-AS2	1	ENSG00000272143	
PMS2	1	ENSG00000122512	
DMD	1	ENSG00000198947	
CSMD3	1	ENSG00000164796	
CSMD2	1	ENSG00000121904	
PMS1	1	ENSG00000064933	
MDH1	1	ENSG00000014641	
GK	1	ENSG00000198814	
MDH2	1	ENSG00000146701	
HNRNPUL2-BSCL2	1	ENSG00000234857	
RPL31P11	1	ENSG00000213075	
TTLL7	1	ENSG00000137941	
TTLL5	1	ENSG00000119685	
TTLL4	1	ENSG00000135912	
TTLL3	1	ENSG00000214021	
TTLL1	1	ENSG00000100271	
RIMBP3	1	ENSG00000275793	
TTLL9	1	ENSG00000131044	
HDDC2	1	ENSG00000111906	
FAM13B	1	ENSG00000031003	
UBE2D4	1	ENSG00000078967	
UBE2D2	1	ENSG00000131508	
UBE2D3	1	ENSG00000109332	
FAM13A	1	ENSG00000138640	
HP	1	ENSG00000257017	
UBE2D1	1	ENSG00000072401	
PTPRVP	1	ENSG00000243323	
HDDC3	1	ENSG00000184508	
HPGDS	1	ENSG00000163106	
PMPCB	1	ENSG00000105819	
PMPCA	1	ENSG00000165688	
GGT4P	1	ENSG00000280208	
HLA-DOA	1	ENSG00000204252	
HLA-DOB	1	ENSG00000241106	
LAG3	1	ENSG00000089692	
IK	1	ENSG00000113141	
VPS33A	1	ENSG00000139719	
UBE2E3	1	ENSG00000170035	
VPS33B	1	ENSG00000184056	
UBE2E1	1	ENSG00000170142	
UBE2E2	1	ENSG00000182247	
EMSY	1	ENSG00000158636	
PIGBOS1	1	ENSG00000225973	
NSMAF	1	ENSG00000035681	
FBLIM1	1	ENSG00000162458	
EXOSC10-AS1	1	ENSG00000230337	
ECSCR	1	ENSG00000249751	
TNFRSF11B	1	ENSG00000164761	
NTPCR	1	ENSG00000135778	
TNFRSF11A	1	ENSG00000141655	
SOCS2	1	ENSG00000120833	
IGLV2-11	1	ENSG00000211668	
SOCS3	1	ENSG00000184557	
SOCS1	1	ENSG00000185338	
IGLV2-14	1	ENSG00000211666	
PMVK	1	ENSG00000163344	
SOCS6	1	ENSG00000170677	
SOCS7	1	ENSG00000274211	
MDN1	1	ENSG00000112159	
SOCS4	1	ENSG00000180008	
SOCS5	1	ENSG00000171150	
COL28A1	1	ENSG00000215018	
KL	1	ENSG00000133116	
DR1	1	ENSG00000117505	
BRPF1	1	ENSG00000156983	
BRPF3	1	ENSG00000096070	
GFPT2	1	ENSG00000131459	
GFPT1	1	ENSG00000198380	
TNFRSF10C	1	ENSG00000173535	
TNFRSF10B	1	ENSG00000120889	
BCDIN3D	1	ENSG00000186666	
TNFRSF10A	1	ENSG00000104689	
TNFRSF10D	1	ENSG00000173530	
ZC3HC1	1	ENSG00000091732	
TFCP2	1	ENSG00000135457	
IGLV2-23	1	ENSG00000211660	
AAK1	1	ENSG00000115977	
MDM2	1	ENSG00000135679	
HLA-DRA	1	ENSG00000204287	
NPHP3-ACAD11	1	ENSG00000274810	
MDM4	1	ENSG00000198625	
MYD88	1	ENSG00000172936	
MDM1	1	ENSG00000111554	
SNORA80B	1	ENSG00000206633	
DRAXIN	1	ENSG00000162490	
ST6GALNAC2	1	ENSG00000070731	
SH2D4A	1	ENSG00000104611	
SH2D4B	1	ENSG00000178217	
WHSC1L2P	1	ENSG00000267253	
ATRAID	1	ENSG00000138085	
MRPL4	1	ENSG00000105364	
MRPL3	1	ENSG00000114686	
NGRN	1	ENSG00000182768	
MRPL2	1	ENSG00000112651	
MRPL1	1	ENSG00000169288	
MB	1	ENSG00000198125	
DSE	1	ENSG00000111817	
DGCR9	1	ENSG00000273032	
DGCR8	1	ENSG00000128191	
MRPL9	1	ENSG00000143436	
DGCR6	1	ENSG00000183628	
MDP1	1	ENSG00000213920	
DGCR5	1	ENSG00000237517	
SPG11	1	ENSG00000104133	
EID2B	1	ENSG00000176401	
SLFN12L	1	ENSG00000205045	
DGCR2	1	ENSG00000070413	
DSP	1	ENSG00000096696	
EMX1	1	ENSG00000135638	
DST	1	ENSG00000151914	
SH2D3A	1	ENSG00000125731	
SH2D3C	1	ENSG00000095370	
VPS37C	1	ENSG00000167987	
VPS37D	1	ENSG00000176428	
VPS37A	1	ENSG00000155975	
RAD23A	1	ENSG00000179262	
VPS37B	1	ENSG00000139722	
RAD23B	1	ENSG00000119318	
FAM92A1P2	1	ENSG00000230219	
BDP1	1	ENSG00000145734	
ST6GALNAC3	1	ENSG00000184005	
ST6GALNAC4	1	ENSG00000136840	
DTL	1	ENSG00000143476	
ST6GALNAC6	1	ENSG00000160408	
RNFT2	1	ENSG00000135119	
COL15A1	1	ENSG00000204291	
SLC47A1	1	ENSG00000142494	
HSD17B14	1	ENSG00000087076	
HSD17B13	1	ENSG00000170509	
HSD17B12	1	ENSG00000149084	
HSD17B11	1	ENSG00000198189	
HSD17B10	1	ENSG00000072506	
RNFT1	1	ENSG00000189050	
CECR2	1	ENSG00000099954	
CECR7	1	ENSG00000237438	
SLITRK5	1	ENSG00000165300	
C1orf229	1	ENSG00000221953	
AAMP	1	ENSG00000127837	
LINGO2	1	ENSG00000174482	
DUT	1	ENSG00000128951	
LINGO4	1	ENSG00000213171	
LINGO3	1	ENSG00000220008	
BAIAP2	1	ENSG00000175866	
BAIAP3	1	ENSG00000007516	
PC	1	ENSG00000173599	
VIPAS39	1	ENSG00000151445	
PABPC1L	1	ENSG00000101104	
MDGA1	1	ENSG00000112139	
SPG21	1	ENSG00000090487	
VPS35L	1	ENSG00000103544	
DHFR2	1	ENSG00000178700	
RETREG3	1	ENSG00000141699	
C1orf210	1	ENSG00000253313	
RTCA	1	ENSG00000137996	
RTCB	1	ENSG00000100220	
TXNDC11	1	ENSG00000153066	
TXNDC12	1	ENSG00000117862	
UBE2L6	1	ENSG00000156587	
TXNDC15	1	ENSG00000113621	
TXNDC16	1	ENSG00000087301	
TXNDC17	1	ENSG00000129235	
UBE2L3	1	ENSG00000185651	
ENTPD1	1	ENSG00000138185	
CAPNS1P1	1	ENSG00000215874	
C1orf220	1	ENSG00000213057	
ENTPD4	1	ENSG00000197217	
ENTPD5	1	ENSG00000187097	
ENTPD6	1	ENSG00000197586	
ENTPD7	1	ENSG00000198018	
TIMD4	1	ENSG00000145850	
VWA5B1	1	ENSG00000158816	
ASRGL1	1	ENSG00000162174	
MDS2	1	ENSG00000197880	
DXO	1	ENSG00000204348	
LAP3	1	ENSG00000002549	
C1orf216	1	ENSG00000142686	
EPHA10	1	ENSG00000183317	
RTF2	1	ENSG00000022277	
KIF9-AS1	1	ENSG00000227398	
RTF1	1	ENSG00000137815	
MST1R	1	ENSG00000164078	
UBE2J2	1	ENSG00000160087	
AARD	1	ENSG00000205002	
MST1L	1	ENSG00000186715	
OSGEP	1	ENSG00000092094	
UBE2J1	1	ENSG00000198833	
SPATA5L1	1	ENSG00000171763	
SWI5	1	ENSG00000175854	
DYM	1	ENSG00000141627	
AAR2	1	ENSG00000131043	
NSMCE1-DT	1	ENSG00000245888	
WAPL	1	ENSG00000062650	
KLHL30-AS1	1	ENSG00000279484	
TM4SF19-TCTEX1D2	1	ENSG00000273331	
TF	1	ENSG00000091513	
TG	1	ENSG00000042832	
RETREG2	1	ENSG00000144567	
RETREG1	1	ENSG00000154153	
TNFRSF13B	1	ENSG00000240505	
SLC7A14	1	ENSG00000013293	
AATK	1	ENSG00000181409	
WASL	1	ENSG00000106299	
SLC7A11	1	ENSG00000151012	
TNFRSF13C	1	ENSG00000159958	
PCSK7	1	ENSG00000160613	
IER3IP1	1	ENSG00000134049	
PCSK6	1	ENSG00000140479	
AATF	1	ENSG00000275700	
PCSK5	1	ENSG00000099139	
PCSK4	1	ENSG00000115257	
CLYBL	1	ENSG00000125246	
MYDGF	1	ENSG00000074842	
IMMP2L	1	ENSG00000184903	
GNGT2	1	ENSG00000167083	
HYAL1	1	ENSG00000114378	
HYAL2	1	ENSG00000068001	
ENC1	1	ENSG00000171617	
HYAL3	1	ENSG00000186792	
HYAL4	1	ENSG00000106302	
FAM170B	1	ENSG00000172538	
L3HYPDH	1	ENSG00000126790	
AASS	1	ENSG00000008311	
THUMPD3-AS1	1	ENSG00000206573	
TNFRSF12A	1	ENSG00000006327	
MRPS2	1	ENSG00000122140	
MRPS7	1	ENSG00000125445	
MRPS6	1	ENSG00000243927	
MRPS5	1	ENSG00000144029	
LAT2	1	ENSG00000086730	
ENAH	1	ENSG00000154380	
IMMP1L	1	ENSG00000148950	
MRPS9	1	ENSG00000135972	
G2E3	1	ENSG00000092140	
CXorf40A	1	ENSG00000197620	
IGHMBP2	1	ENSG00000132740	
NEDD9	1	ENSG00000111859	
FAAP24	1	ENSG00000131944	
NEDD8	1	ENSG00000129559	
CRIP2	1	ENSG00000182809	
CXorf40B	1	ENSG00000197021	
CRIP3	1	ENSG00000146215	
FAAP20	1	ENSG00000162585	
CRIP1	1	ENSG00000213145	
ARVCF	1	ENSG00000099889	
ALS2CL	1	ENSG00000178038	
FAM172A	1	ENSG00000113391	
PLEKHG4B	1	ENSG00000153404	
NDUFA6-DT	1	ENSG00000237037	
SCAND1	1	ENSG00000171222	
NPDC1	1	ENSG00000107281	
ZNRD1ASP	1	ENSG00000204623	
YIPF1	1	ENSG00000058799	
YIPF2	1	ENSG00000130733	
GNL3LP1	1	ENSG00000215032	
YIPF3	1	ENSG00000137207	
YIPF4	1	ENSG00000119820	
MIR99AHG	1	ENSG00000215386	
YIPF5	1	ENSG00000145817	
AC005481.1	1	ENSG00000222012	
HUWE1	1	ENSG00000086758	
CRIPT	1	ENSG00000119878	
KLK14	1	ENSG00000129437	
UBE2G1	1	ENSG00000132388	
UBE2G2	1	ENSG00000184787	
KLK10	1	ENSG00000129451	
KLK11	1	ENSG00000167757	
NEDD1	1	ENSG00000139350	
XK	1	ENSG00000047597	
THEMIS2	1	ENSG00000130775	
GLB1L	1	ENSG00000163521	
NEDD4	1	ENSG00000069869	
LBX2-AS1	1	ENSG00000257702	
YIPF6	1	ENSG00000181704	
FAM171B	1	ENSG00000144369	
TRBV11-1	1	ENSG00000211720	
RTKN	1	ENSG00000114993	
TRBV11-2	1	ENSG00000241657	
BCCIP	1	ENSG00000107949	
RNU1-106P	1	ENSG00000207110	
RTL6	1	ENSG00000188636	
